"","activity"
"3749","WALKING_DOWNSTAIRS"
"3750","WALKING_DOWNSTAIRS"
"3751","WALKING_DOWNSTAIRS"
"3752","WALKING_DOWNSTAIRS"
"3753","WALKING_DOWNSTAIRS"
"3754","WALKING_DOWNSTAIRS"
"3755","WALKING_DOWNSTAIRS"
"3756","WALKING_DOWNSTAIRS"
"3757","WALKING_DOWNSTAIRS"
"3758","WALKING_DOWNSTAIRS"
"3759","WALKING_DOWNSTAIRS"
"3760","WALKING_DOWNSTAIRS"
"3761","WALKING_DOWNSTAIRS"
"3762","WALKING_DOWNSTAIRS"
"3763","WALKING_DOWNSTAIRS"
"3764","WALKING_DOWNSTAIRS"
"3765","WALKING_DOWNSTAIRS"
"3766","WALKING_DOWNSTAIRS"
"3767","WALKING_DOWNSTAIRS"
"3768","WALKING_DOWNSTAIRS"
"3769","WALKING_DOWNSTAIRS"
"3770","WALKING_UPSTAIRS"
"3771","WALKING_UPSTAIRS"
"3772","WALKING_UPSTAIRS"
"3773","WALKING_UPSTAIRS"
"3774","WALKING_UPSTAIRS"
"3775","WALKING_UPSTAIRS"
"3776","WALKING_UPSTAIRS"
"3777","WALKING_UPSTAIRS"
"3778","WALKING_UPSTAIRS"
"3779","WALKING_UPSTAIRS"
"3780","WALKING_UPSTAIRS"
"3781","WALKING_UPSTAIRS"
"3782","WALKING_UPSTAIRS"
"3783","WALKING_UPSTAIRS"
"3784","WALKING_UPSTAIRS"
"3785","WALKING_UPSTAIRS"
"3786","WALKING_UPSTAIRS"
"3787","WALKING_UPSTAIRS"
"3788","WALKING_UPSTAIRS"
"3789","WALKING_UPSTAIRS"
"3790","WALKING_UPSTAIRS"
"3791","WALKING_UPSTAIRS"
"3792","WALKING_UPSTAIRS"
"3793","WALKING_UPSTAIRS"
"3794","WALKING_UPSTAIRS"
"3795","STANDING"
"3796","STANDING"
"3797","STANDING"
"3798","STANDING"
"3799","STANDING"
"3800","STANDING"
"3801","STANDING"
"3802","STANDING"
"3803","STANDING"
"3804","STANDING"
"3805","STANDING"
"3806","STANDING"
"3807","STANDING"
"3808","STANDING"
"3809","STANDING"
"3810","STANDING"
"3811","STANDING"
"3812","STANDING"
"3813","STANDING"
"3814","STANDING"
"3815","STANDING"
"3816","STANDING"
"3817","STANDING"
"3818","STANDING"
"3819","STANDING"
"3820","STANDING"
"3821","STANDING"
"3822","STANDING"
"3823","SITTING"
"3824","SITTING"
"3825","SITTING"
"3826","SITTING"
"3827","SITTING"
"3828","SITTING"
"3829","SITTING"
"3830","SITTING"
"3831","SITTING"
"3832","SITTING"
"3833","SITTING"
"3834","SITTING"
"3835","SITTING"
"3836","SITTING"
"3837","SITTING"
"3838","SITTING"
"3839","SITTING"
"3840","SITTING"
"3841","SITTING"
"3842","SITTING"
"3843","SITTING"
"3844","LAYING"
"3845","LAYING"
"3846","LAYING"
"3847","LAYING"
"3848","LAYING"
"3849","LAYING"
"3850","LAYING"
"3851","LAYING"
"3852","LAYING"
"3853","LAYING"
"3854","LAYING"
"3855","LAYING"
"3856","LAYING"
"3857","LAYING"
"3858","LAYING"
"3859","LAYING"
"3860","LAYING"
"3861","LAYING"
"3862","LAYING"
"3863","LAYING"
"3864","LAYING"
"3865","LAYING"
"3866","LAYING"
"3867","LAYING"
"3868","WALKING"
"3869","WALKING"
"3870","WALKING"
"3871","WALKING"
"3872","WALKING"
"3873","WALKING"
"3874","WALKING"
"3875","WALKING"
"3876","WALKING"
"3877","WALKING"
"3878","WALKING"
"3879","WALKING"
"3880","WALKING"
"3881","WALKING"
"3882","WALKING"
"3883","WALKING"
"3884","WALKING"
"3885","WALKING"
"3886","WALKING"
"3887","WALKING"
"3888","WALKING"
"3889","WALKING"
"3890","WALKING"
"3891","WALKING"
"3892","WALKING"
"3893","WALKING"
"3894","WALKING_DOWNSTAIRS"
"3895","WALKING_DOWNSTAIRS"
"3896","WALKING_DOWNSTAIRS"
"3897","WALKING_DOWNSTAIRS"
"3898","WALKING_DOWNSTAIRS"
"3899","WALKING_DOWNSTAIRS"
"3900","WALKING_DOWNSTAIRS"
"3901","WALKING_DOWNSTAIRS"
"3902","WALKING_DOWNSTAIRS"
"3903","WALKING_DOWNSTAIRS"
"3904","WALKING_DOWNSTAIRS"
"3905","WALKING_DOWNSTAIRS"
"3906","WALKING_DOWNSTAIRS"
"3907","WALKING_DOWNSTAIRS"
"3908","WALKING_DOWNSTAIRS"
"3909","WALKING_DOWNSTAIRS"
"3910","WALKING_DOWNSTAIRS"
"3911","WALKING_DOWNSTAIRS"
"3912","WALKING_DOWNSTAIRS"
"3913","WALKING_DOWNSTAIRS"
"3914","WALKING_DOWNSTAIRS"
"3915","WALKING_DOWNSTAIRS"
"3916","WALKING_UPSTAIRS"
"3917","WALKING_UPSTAIRS"
"3918","WALKING_UPSTAIRS"
"3919","WALKING_UPSTAIRS"
"3920","WALKING_UPSTAIRS"
"3921","WALKING_UPSTAIRS"
"3922","WALKING_UPSTAIRS"
"3923","WALKING_UPSTAIRS"
"3924","WALKING_UPSTAIRS"
"3925","WALKING_UPSTAIRS"
"3926","WALKING_UPSTAIRS"
"3927","WALKING_UPSTAIRS"
"3928","WALKING_UPSTAIRS"
"3929","WALKING_UPSTAIRS"
"3930","WALKING_UPSTAIRS"
"3931","WALKING_UPSTAIRS"
"3932","WALKING_UPSTAIRS"
"3933","WALKING_UPSTAIRS"
"3934","WALKING_UPSTAIRS"
"3935","WALKING_UPSTAIRS"
"3936","WALKING_UPSTAIRS"
"3937","WALKING_UPSTAIRS"
"3938","STANDING"
"3939","STANDING"
"3940","STANDING"
"3941","STANDING"
"3942","STANDING"
"3943","STANDING"
"3944","STANDING"
"3945","STANDING"
"3946","STANDING"
"3947","STANDING"
"3948","STANDING"
"3949","STANDING"
"3950","STANDING"
"3951","STANDING"
"3952","STANDING"
"3953","STANDING"
"3954","STANDING"
"3955","STANDING"
"3956","STANDING"
"3957","STANDING"
"3958","STANDING"
"3959","STANDING"
"3960","STANDING"
"3961","STANDING"
"3962","STANDING"
"3963","STANDING"
"3964","STANDING"
"3965","STANDING"
"3966","STANDING"
"3967","STANDING"
"3968","SITTING"
"3969","SITTING"
"3970","SITTING"
"3971","SITTING"
"3972","SITTING"
"3973","SITTING"
"3974","SITTING"
"3975","SITTING"
"3976","SITTING"
"3977","SITTING"
"3978","SITTING"
"3979","SITTING"
"3980","SITTING"
"3981","SITTING"
"3982","SITTING"
"3983","SITTING"
"3984","SITTING"
"3985","SITTING"
"3986","SITTING"
"3987","SITTING"
"3988","SITTING"
"3989","SITTING"
"3990","SITTING"
"3991","SITTING"
"3992","SITTING"
"3993","SITTING"
"3994","SITTING"
"3995","SITTING"
"3996","SITTING"
"3997","LAYING"
"3998","LAYING"
"3999","LAYING"
"4000","LAYING"
"4001","LAYING"
"4002","LAYING"
"4003","LAYING"
"4004","LAYING"
"4005","LAYING"
"4006","LAYING"
"4007","LAYING"
"4008","LAYING"
"4009","LAYING"
"4010","LAYING"
"4011","LAYING"
"4012","LAYING"
"4013","LAYING"
"4014","LAYING"
"4015","LAYING"
"4016","LAYING"
"4017","LAYING"
"4018","LAYING"
"4019","LAYING"
"4020","LAYING"
"4021","LAYING"
"4022","LAYING"
"4023","LAYING"
"4024","LAYING"
"4025","WALKING"
"4026","WALKING"
"4027","WALKING"
"4028","WALKING"
"4029","WALKING"
"4030","WALKING"
"4031","WALKING"
"4032","WALKING"
"4033","WALKING"
"4034","WALKING"
"4035","WALKING"
"4036","WALKING"
"4037","WALKING"
"4038","WALKING"
"4039","WALKING"
"4040","WALKING"
"4041","WALKING"
"4042","WALKING"
"4043","WALKING"
"4044","WALKING"
"4045","WALKING"
"4046","WALKING"
"4047","WALKING"
"4048","WALKING"
"4049","WALKING"
"4050","WALKING"
"4051","WALKING"
"4052","WALKING"
"4053","WALKING"
"4054","WALKING_DOWNSTAIRS"
"4055","WALKING_DOWNSTAIRS"
"4056","WALKING_DOWNSTAIRS"
"4057","WALKING_DOWNSTAIRS"
"4058","WALKING_DOWNSTAIRS"
"4059","WALKING_DOWNSTAIRS"
"4060","WALKING_DOWNSTAIRS"
"4061","WALKING_DOWNSTAIRS"
"4062","WALKING_DOWNSTAIRS"
"4063","WALKING_DOWNSTAIRS"
"4064","WALKING_DOWNSTAIRS"
"4065","WALKING_DOWNSTAIRS"
"4066","WALKING_DOWNSTAIRS"
"4067","WALKING_DOWNSTAIRS"
"4068","WALKING_DOWNSTAIRS"
"4069","WALKING_DOWNSTAIRS"
"4070","WALKING_DOWNSTAIRS"
"4071","WALKING_DOWNSTAIRS"
"4072","WALKING_DOWNSTAIRS"
"4073","WALKING_DOWNSTAIRS"
"4074","WALKING_DOWNSTAIRS"
"4075","WALKING_DOWNSTAIRS"
"4076","WALKING_DOWNSTAIRS"
"4077","WALKING_DOWNSTAIRS"
"4078","WALKING_UPSTAIRS"
"4079","WALKING_UPSTAIRS"
"4080","WALKING_UPSTAIRS"
"4081","WALKING_UPSTAIRS"
"4082","WALKING_UPSTAIRS"
"4083","WALKING_UPSTAIRS"
"4084","WALKING_UPSTAIRS"
"4085","WALKING_UPSTAIRS"
"4086","WALKING_UPSTAIRS"
"4087","WALKING_UPSTAIRS"
"4088","WALKING_UPSTAIRS"
"4089","WALKING_UPSTAIRS"
"4090","WALKING_UPSTAIRS"
"4091","WALKING_UPSTAIRS"
"4092","WALKING_UPSTAIRS"
"4093","WALKING_UPSTAIRS"
"4094","WALKING_UPSTAIRS"
"4095","WALKING_UPSTAIRS"
"4096","WALKING_UPSTAIRS"
"4097","WALKING_UPSTAIRS"
"4098","WALKING_UPSTAIRS"
"4099","WALKING_UPSTAIRS"
"4100","WALKING_UPSTAIRS"
"4101","WALKING_UPSTAIRS"
"4102","WALKING_UPSTAIRS"
"4103","WALKING_UPSTAIRS"
"4104","STANDING"
"4105","STANDING"
"4106","STANDING"
"4107","STANDING"
"4108","STANDING"
"4109","STANDING"
"4110","STANDING"
"4111","STANDING"
"4112","STANDING"
"4113","STANDING"
"4114","STANDING"
"4115","STANDING"
"4116","STANDING"
"4117","STANDING"
"4118","STANDING"
"4119","STANDING"
"4120","STANDING"
"4121","STANDING"
"4122","STANDING"
"4123","STANDING"
"4124","STANDING"
"4125","STANDING"
"4126","STANDING"
"4127","STANDING"
"4128","STANDING"
"4129","STANDING"
"4130","STANDING"
"4131","SITTING"
"4132","SITTING"
"4133","SITTING"
"4134","SITTING"
"4135","SITTING"
"4136","SITTING"
"4137","SITTING"
"4138","SITTING"
"4139","SITTING"
"4140","SITTING"
"4141","SITTING"
"4142","SITTING"
"4143","SITTING"
"4144","SITTING"
"4145","SITTING"
"4146","SITTING"
"4147","SITTING"
"4148","SITTING"
"4149","SITTING"
"4150","SITTING"
"4151","SITTING"
"4152","SITTING"
"4153","SITTING"
"4154","SITTING"
"4155","SITTING"
"4156","SITTING"
"4157","LAYING"
"4158","LAYING"
"4159","LAYING"
"4160","LAYING"
"4161","LAYING"
"4162","LAYING"
"4163","LAYING"
"4164","LAYING"
"4165","LAYING"
"4166","LAYING"
"4167","LAYING"
"4168","LAYING"
"4169","LAYING"
"4170","LAYING"
"4171","LAYING"
"4172","LAYING"
"4173","LAYING"
"4174","LAYING"
"4175","LAYING"
"4176","LAYING"
"4177","LAYING"
"4178","LAYING"
"4179","LAYING"
"4180","LAYING"
"4181","LAYING"
"4182","LAYING"
"4183","LAYING"
"4184","LAYING"
"4185","LAYING"
"4186","WALKING"
"4187","WALKING"
"4188","WALKING"
"4189","WALKING"
"4190","WALKING"
"4191","WALKING"
"4192","WALKING"
"4193","WALKING"
"4194","WALKING"
"4195","WALKING"
"4196","WALKING"
"4197","WALKING"
"4198","WALKING"
"4199","WALKING"
"4200","WALKING"
"4201","WALKING"
"4202","WALKING"
"4203","WALKING"
"4204","WALKING"
"4205","WALKING"
"4206","WALKING"
"4207","WALKING"
"4208","WALKING"
"4209","WALKING"
"4210","WALKING"
"4211","WALKING"
"4212","WALKING"
"4213","WALKING"
"4214","WALKING_DOWNSTAIRS"
"4215","WALKING_DOWNSTAIRS"
"4216","WALKING_DOWNSTAIRS"
"4217","WALKING_DOWNSTAIRS"
"4218","WALKING_DOWNSTAIRS"
"4219","WALKING_DOWNSTAIRS"
"4220","WALKING_DOWNSTAIRS"
"4221","WALKING_DOWNSTAIRS"
"4222","WALKING_DOWNSTAIRS"
"4223","WALKING_DOWNSTAIRS"
"4224","WALKING_DOWNSTAIRS"
"4225","WALKING_DOWNSTAIRS"
"4226","WALKING_DOWNSTAIRS"
"4227","WALKING_DOWNSTAIRS"
"4228","WALKING_DOWNSTAIRS"
"4229","WALKING_DOWNSTAIRS"
"4230","WALKING_DOWNSTAIRS"
"4231","WALKING_DOWNSTAIRS"
"4232","WALKING_DOWNSTAIRS"
"4233","WALKING_DOWNSTAIRS"
"4234","WALKING_DOWNSTAIRS"
"4235","WALKING_DOWNSTAIRS"
"4236","WALKING_DOWNSTAIRS"
"4237","WALKING_DOWNSTAIRS"
"4238","WALKING_UPSTAIRS"
"4239","WALKING_UPSTAIRS"
"4240","WALKING_UPSTAIRS"
"4241","WALKING_UPSTAIRS"
"4242","WALKING_UPSTAIRS"
"4243","WALKING_UPSTAIRS"
"4244","WALKING_UPSTAIRS"
"4245","WALKING_UPSTAIRS"
"4246","WALKING_UPSTAIRS"
"4247","WALKING_UPSTAIRS"
"4248","WALKING_UPSTAIRS"
"4249","WALKING_UPSTAIRS"
"4250","WALKING_UPSTAIRS"
"4251","WALKING_UPSTAIRS"
"4252","WALKING_UPSTAIRS"
"4253","WALKING_UPSTAIRS"
"4254","WALKING_UPSTAIRS"
"4255","WALKING_UPSTAIRS"
"4256","WALKING_UPSTAIRS"
"4257","WALKING_UPSTAIRS"
"4258","WALKING_UPSTAIRS"
"4259","WALKING_UPSTAIRS"
"4260","WALKING_UPSTAIRS"
"4261","WALKING_UPSTAIRS"
"4262","WALKING_UPSTAIRS"
"4263","STANDING"
"4264","STANDING"
"4265","STANDING"
"4266","STANDING"
"4267","STANDING"
"4268","STANDING"
"4269","STANDING"
"4270","STANDING"
"4271","STANDING"
"4272","STANDING"
"4273","STANDING"
"4274","STANDING"
"4275","STANDING"
"4276","STANDING"
"4277","STANDING"
"4278","STANDING"
"4279","STANDING"
"4280","STANDING"
"4281","STANDING"
"4282","STANDING"
"4283","STANDING"
"4284","STANDING"
"4285","STANDING"
"4286","STANDING"
"4287","STANDING"
"4288","STANDING"
"4289","STANDING"
"4290","STANDING"
"4291","SITTING"
"4292","SITTING"
"4293","SITTING"
"4294","SITTING"
"4295","SITTING"
"4296","SITTING"
"4297","SITTING"
"4298","SITTING"
"4299","SITTING"
"4300","SITTING"
"4301","SITTING"
"4302","SITTING"
"4303","SITTING"
"4304","SITTING"
"4305","SITTING"
"4306","SITTING"
"4307","SITTING"
"4308","SITTING"
"4309","SITTING"
"4310","SITTING"
"4311","SITTING"
"4312","SITTING"
"4313","SITTING"
"4314","SITTING"
"4315","SITTING"
"4316","SITTING"
"4317","LAYING"
"4318","LAYING"
"4319","LAYING"
"4320","LAYING"
"4321","LAYING"
"4322","LAYING"
"4323","LAYING"
"4324","LAYING"
"4325","LAYING"
"4326","LAYING"
"4327","LAYING"
"4328","LAYING"
"4329","LAYING"
"4330","LAYING"
"4331","LAYING"
"4332","LAYING"
"4333","LAYING"
"4334","LAYING"
"4335","LAYING"
"4336","LAYING"
"4337","LAYING"
"4338","LAYING"
"4339","LAYING"
"4340","LAYING"
"4341","LAYING"
"4342","LAYING"
"4343","LAYING"
"4344","WALKING"
"4345","WALKING"
"4346","WALKING"
"4347","WALKING"
"4348","WALKING"
"4349","WALKING"
"4350","WALKING"
"4351","WALKING"
"4352","WALKING"
"4353","WALKING"
"4354","WALKING"
"4355","WALKING"
"4356","WALKING"
"4357","WALKING"
"4358","WALKING"
"4359","WALKING"
"4360","WALKING"
"4361","WALKING"
"4362","WALKING"
"4363","WALKING"
"4364","WALKING"
"4365","WALKING"
"4366","WALKING"
"4367","WALKING"
"4368","WALKING"
"4369","WALKING"
"4370","WALKING"
"4371","WALKING"
"4372","WALKING"
"4373","WALKING_DOWNSTAIRS"
"4374","WALKING_DOWNSTAIRS"
"4375","WALKING_DOWNSTAIRS"
"4376","WALKING_DOWNSTAIRS"
"4377","WALKING_DOWNSTAIRS"
"4378","WALKING_DOWNSTAIRS"
"4379","WALKING_DOWNSTAIRS"
"4380","WALKING_DOWNSTAIRS"
"4381","WALKING_DOWNSTAIRS"
"4382","WALKING_DOWNSTAIRS"
"4383","WALKING_DOWNSTAIRS"
"4384","WALKING_DOWNSTAIRS"
"4385","WALKING_DOWNSTAIRS"
"4386","WALKING_DOWNSTAIRS"
"4387","WALKING_DOWNSTAIRS"
"4388","WALKING_DOWNSTAIRS"
"4389","WALKING_DOWNSTAIRS"
"4390","WALKING_DOWNSTAIRS"
"4391","WALKING_DOWNSTAIRS"
"4392","WALKING_DOWNSTAIRS"
"4393","WALKING_DOWNSTAIRS"
"4394","WALKING_DOWNSTAIRS"
"4395","WALKING_DOWNSTAIRS"
"4396","WALKING_DOWNSTAIRS"
"4397","WALKING_DOWNSTAIRS"
"4398","WALKING_UPSTAIRS"
"4399","WALKING_UPSTAIRS"
"4400","WALKING_UPSTAIRS"
"4401","WALKING_UPSTAIRS"
"4402","WALKING_UPSTAIRS"
"4403","WALKING_UPSTAIRS"
"4404","WALKING_UPSTAIRS"
"4405","WALKING_UPSTAIRS"
"4406","WALKING_UPSTAIRS"
"4407","WALKING_UPSTAIRS"
"4408","WALKING_UPSTAIRS"
"4409","WALKING_UPSTAIRS"
"4410","WALKING_UPSTAIRS"
"4411","WALKING_UPSTAIRS"
"4412","WALKING_UPSTAIRS"
"4413","WALKING_UPSTAIRS"
"4414","WALKING_UPSTAIRS"
"4415","WALKING_UPSTAIRS"
"4416","WALKING_UPSTAIRS"
"4417","WALKING_UPSTAIRS"
"4418","WALKING_UPSTAIRS"
"4419","WALKING_UPSTAIRS"
"4420","WALKING_UPSTAIRS"
"4421","WALKING_UPSTAIRS"
"4422","WALKING_UPSTAIRS"
"4423","WALKING_UPSTAIRS"
"4424","STANDING"
"4425","STANDING"
"4426","STANDING"
"4427","STANDING"
"4428","STANDING"
"4429","STANDING"
"4430","STANDING"
"4431","STANDING"
"4432","STANDING"
"4433","STANDING"
"4434","STANDING"
"4435","STANDING"
"4436","STANDING"
"4437","STANDING"
"4438","STANDING"
"4439","STANDING"
"4440","STANDING"
"4441","STANDING"
"4442","STANDING"
"4443","STANDING"
"4444","STANDING"
"4445","STANDING"
"4446","STANDING"
"4447","STANDING"
"4448","STANDING"
"4449","SITTING"
"4450","SITTING"
"4451","SITTING"
"4452","SITTING"
"4453","SITTING"
"4454","SITTING"
"4455","SITTING"
"4456","SITTING"
"4457","SITTING"
"4458","SITTING"
"4459","SITTING"
"4460","SITTING"
"4461","SITTING"
"4462","SITTING"
"4463","SITTING"
"4464","SITTING"
"4465","SITTING"
"4466","SITTING"
"4467","SITTING"
"4468","SITTING"
"4469","SITTING"
"4470","SITTING"
"4471","LAYING"
"4472","LAYING"
"4473","LAYING"
"4474","LAYING"
"4475","LAYING"
"4476","LAYING"
"4477","LAYING"
"4478","LAYING"
"4479","LAYING"
"4480","LAYING"
"4481","LAYING"
"4482","LAYING"
"4483","LAYING"
"4484","LAYING"
"4485","LAYING"
"4486","LAYING"
"4487","LAYING"
"4488","LAYING"
"4489","LAYING"
"4490","LAYING"
"4491","LAYING"
"4492","LAYING"
"4493","LAYING"
"4494","LAYING"
"4495","LAYING"
"4496","WALKING"
"4497","WALKING"
"4498","WALKING"
"4499","WALKING"
"4500","WALKING"
"4501","WALKING"
"4502","WALKING"
"4503","WALKING"
"4504","WALKING"
"4505","WALKING"
"4506","WALKING"
"4507","WALKING"
"4508","WALKING"
"4509","WALKING"
"4510","WALKING"
"4511","WALKING"
"4512","WALKING"
"4513","WALKING"
"4514","WALKING"
"4515","WALKING"
"4516","WALKING"
"4517","WALKING"
"4518","WALKING"
"4519","WALKING"
"4520","WALKING"
"4521","WALKING"
"4522","WALKING"
"4523","WALKING"
"4524","WALKING_DOWNSTAIRS"
"4525","WALKING_DOWNSTAIRS"
"4526","WALKING_DOWNSTAIRS"
"4527","WALKING_DOWNSTAIRS"
"4528","WALKING_DOWNSTAIRS"
"4529","WALKING_DOWNSTAIRS"
"4530","WALKING_DOWNSTAIRS"
"4531","WALKING_DOWNSTAIRS"
"4532","WALKING_DOWNSTAIRS"
"4533","WALKING_DOWNSTAIRS"
"4534","WALKING_DOWNSTAIRS"
"4535","WALKING_DOWNSTAIRS"
"4536","WALKING_DOWNSTAIRS"
"4537","WALKING_DOWNSTAIRS"
"4538","WALKING_DOWNSTAIRS"
"4539","WALKING_DOWNSTAIRS"
"4540","WALKING_DOWNSTAIRS"
"4541","WALKING_DOWNSTAIRS"
"4542","WALKING_DOWNSTAIRS"
"4543","WALKING_DOWNSTAIRS"
"4544","WALKING_DOWNSTAIRS"
"4545","WALKING_DOWNSTAIRS"
"4546","WALKING_UPSTAIRS"
"4547","WALKING_UPSTAIRS"
"4548","WALKING_UPSTAIRS"
"4549","WALKING_UPSTAIRS"
"4550","WALKING_UPSTAIRS"
"4551","WALKING_UPSTAIRS"
"4552","WALKING_UPSTAIRS"
"4553","WALKING_UPSTAIRS"
"4554","WALKING_UPSTAIRS"
"4555","WALKING_UPSTAIRS"
"4556","WALKING_UPSTAIRS"
"4557","WALKING_UPSTAIRS"
"4558","WALKING_UPSTAIRS"
"4559","WALKING_UPSTAIRS"
"4560","WALKING_UPSTAIRS"
"4561","WALKING_UPSTAIRS"
"4562","WALKING_UPSTAIRS"
"4563","WALKING_UPSTAIRS"
"4564","WALKING_UPSTAIRS"
"4565","WALKING_UPSTAIRS"
"4566","WALKING_UPSTAIRS"
"4567","WALKING_UPSTAIRS"
"4568","WALKING_UPSTAIRS"
"4569","WALKING_UPSTAIRS"
"4570","WALKING_UPSTAIRS"
"4571","STANDING"
"4572","STANDING"
"4573","STANDING"
"4574","STANDING"
"4575","STANDING"
"4576","STANDING"
"4577","STANDING"
"4578","STANDING"
"4579","STANDING"
"4580","STANDING"
"4581","STANDING"
"4582","STANDING"
"4583","STANDING"
"4584","STANDING"
"4585","STANDING"
"4586","STANDING"
"4587","STANDING"
"4588","STANDING"
"4589","STANDING"
"4590","STANDING"
"4591","STANDING"
"4592","STANDING"
"4593","SITTING"
"4594","SITTING"
"4595","SITTING"
"4596","SITTING"
"4597","SITTING"
"4598","SITTING"
"4599","SITTING"
"4600","SITTING"
"4601","SITTING"
"4602","SITTING"
"4603","SITTING"
"4604","SITTING"
"4605","SITTING"
"4606","SITTING"
"4607","SITTING"
"4608","SITTING"
"4609","SITTING"
"4610","SITTING"
"4611","SITTING"
"4612","SITTING"
"4613","SITTING"
"4614","SITTING"
"4615","LAYING"
"4616","LAYING"
"4617","LAYING"
"4618","LAYING"
"4619","LAYING"
"4620","LAYING"
"4621","LAYING"
"4622","LAYING"
"4623","LAYING"
"4624","LAYING"
"4625","LAYING"
"4626","LAYING"
"4627","LAYING"
"4628","LAYING"
"4629","LAYING"
"4630","LAYING"
"4631","LAYING"
"4632","LAYING"
"4633","LAYING"
"4634","LAYING"
"4635","LAYING"
"4636","LAYING"
"4637","LAYING"
"4638","LAYING"
"4639","LAYING"
"4640","WALKING"
"4641","WALKING"
"4642","WALKING"
"4643","WALKING"
"4644","WALKING"
"4645","WALKING"
"4646","WALKING"
"4647","WALKING"
"4648","WALKING"
"4649","WALKING"
"4650","WALKING"
"4651","WALKING"
"4652","WALKING"
"4653","WALKING"
"4654","WALKING"
"4655","WALKING"
"4656","WALKING"
"4657","WALKING"
"4658","WALKING"
"4659","WALKING"
"4660","WALKING"
"4661","WALKING"
"4662","WALKING"
"4663","WALKING"
"4664","WALKING_DOWNSTAIRS"
"4665","WALKING_DOWNSTAIRS"
"4666","WALKING_DOWNSTAIRS"
"4667","WALKING_DOWNSTAIRS"
"4668","WALKING_DOWNSTAIRS"
"4669","WALKING_DOWNSTAIRS"
"4670","WALKING_DOWNSTAIRS"
"4671","WALKING_DOWNSTAIRS"
"4672","WALKING_DOWNSTAIRS"
"4673","WALKING_DOWNSTAIRS"
"4674","WALKING_DOWNSTAIRS"
"4675","WALKING_DOWNSTAIRS"
"4676","WALKING_DOWNSTAIRS"
"4677","WALKING_DOWNSTAIRS"
"4678","WALKING_DOWNSTAIRS"
"4679","WALKING_DOWNSTAIRS"
"4680","WALKING_DOWNSTAIRS"
"4681","WALKING_DOWNSTAIRS"
"4682","WALKING_DOWNSTAIRS"
"4683","WALKING_DOWNSTAIRS"
"4684","WALKING_UPSTAIRS"
"4685","WALKING_UPSTAIRS"
"4686","WALKING_UPSTAIRS"
"4687","WALKING_UPSTAIRS"
"4688","WALKING_UPSTAIRS"
"4689","WALKING_UPSTAIRS"
"4690","WALKING_UPSTAIRS"
"4691","WALKING_UPSTAIRS"
"4692","WALKING_UPSTAIRS"
"4693","WALKING_UPSTAIRS"
"4694","WALKING_UPSTAIRS"
"4695","WALKING_UPSTAIRS"
"4696","WALKING_UPSTAIRS"
"4697","WALKING_UPSTAIRS"
"4698","WALKING_UPSTAIRS"
"4699","WALKING_UPSTAIRS"
"4700","WALKING_UPSTAIRS"
"4701","WALKING_UPSTAIRS"
"4702","WALKING_UPSTAIRS"
"4703","WALKING_UPSTAIRS"
"4704","WALKING_UPSTAIRS"
"4705","STANDING"
"4706","STANDING"
"4707","STANDING"
"4708","STANDING"
"4709","STANDING"
"4710","STANDING"
"4711","STANDING"
"4712","STANDING"
"4713","STANDING"
"4714","STANDING"
"4715","STANDING"
"4716","STANDING"
"4717","STANDING"
"4718","STANDING"
"4719","STANDING"
"4720","STANDING"
"4721","STANDING"
"4722","STANDING"
"4723","STANDING"
"4724","STANDING"
"4725","STANDING"
"4726","STANDING"
"4727","STANDING"
"4728","STANDING"
"4729","STANDING"
"4730","STANDING"
"4731","STANDING"
"4732","STANDING"
"4733","STANDING"
"4734","STANDING"
"4735","STANDING"
"4736","STANDING"
"4737","SITTING"
"4738","SITTING"
"4739","SITTING"
"4740","SITTING"
"4741","SITTING"
"4742","SITTING"
"4743","SITTING"
"4744","SITTING"
"4745","SITTING"
"4746","SITTING"
"4747","SITTING"
"4748","SITTING"
"4749","SITTING"
"4750","SITTING"
"4751","SITTING"
"4752","SITTING"
"4753","SITTING"
"4754","SITTING"
"4755","SITTING"
"4756","SITTING"
"4757","SITTING"
"4758","SITTING"
"4759","SITTING"
"4760","SITTING"
"4761","LAYING"
"4762","LAYING"
"4763","LAYING"
"4764","LAYING"
"4765","LAYING"
"4766","LAYING"
"4767","LAYING"
"4768","LAYING"
"4769","LAYING"
"4770","LAYING"
"4771","LAYING"
"4772","LAYING"
"4773","LAYING"
"4774","LAYING"
"4775","LAYING"
"4776","LAYING"
"4777","LAYING"
"4778","LAYING"
"4779","LAYING"
"4780","LAYING"
"4781","LAYING"
"4782","LAYING"
"4783","LAYING"
"4784","LAYING"
"4785","LAYING"
"4786","LAYING"
"4787","LAYING"
"4788","LAYING"
"4789","LAYING"
"4790","WALKING"
"4791","WALKING"
"4792","WALKING"
"4793","WALKING"
"4794","WALKING"
"4795","WALKING"
"4796","WALKING"
"4797","WALKING"
"4798","WALKING"
"4799","WALKING"
"4800","WALKING"
"4801","WALKING"
"4802","WALKING"
"4803","WALKING"
"4804","WALKING"
"4805","WALKING"
"4806","WALKING"
"4807","WALKING"
"4808","WALKING"
"4809","WALKING"
"4810","WALKING"
"4811","WALKING"
"4812","WALKING"
"4813","WALKING"
"4814","WALKING_DOWNSTAIRS"
"4815","WALKING_DOWNSTAIRS"
"4816","WALKING_DOWNSTAIRS"
